timestamp,signal_phase,queue_length,waiting_time,throughput
1700,1,26.15,2.2,5.57
1701,1,26.7,3.71,5.26
1702,1,31.3,3.07,4.67
1703,1,35.65,4.5,3.24
1704,1,33.1,5.72,4.38
1705,1,32.73,5.59,4.12
1706,1,43.44,5.26,4.14
1707,1,38.76,5.47,3.52
1708,1,6.7,0.56,5.76
1709,1,27.09,3.99,3.95
1710,1,17.39,0.99,5.2
1711,1,24.49,4.17,4.89
1712,1,36.17,5.01,4.67
1713,1,28.39,2.65,5.36
1714,1,26.57,4.74,4.6
1715,1,40.54,4.61,2.25
1716,1,17.97,0.68,5.21
1717,1,29.25,3.63,4.19
1718,1,34.39,4.61,4.09
1719,1,30.19,4.71,4.95
1720,1,20.69,2.42,5.92
1721,1,29.82,5.06,5.82
1722,1,36.46,5.06,4.59
1723,1,32.86,3.24,4.86
1724,1,32.54,3.85,6.11
1725,1,32.46,5.81,3.98
1726,1,31.08,1.72,5.19
1727,1,20.07,4.03,6.04
1728,0,39.53,4.13,0.15
1729,0,45.45,6.71,0.0
1730,0,17.08,1.59,0.72
1731,0,48.06,7.06,0.0
1732,0,44.7,6.43,0.96
1733,0,33.33,1.96,1.74
1734,0,36.03,2.39,0.0
1735,0,40.37,4.53,0.52
1736,0,45.31,4.29,0.0
1737,0,39.01,3.61,0.0
1738,0,51.34,7.37,0.0
1739,0,45.31,5.0,0.0
1740,0,35.71,3.63,1.53
1741,0,38.23,4.14,0.71
1742,0,43.82,4.14,0.64
1743,0,47.83,5.31,1.05
1744,0,47.44,4.86,0.0
1745,0,41.22,7.17,0.95
1746,0,43.2,7.02,0.0
1747,0,41.8,5.32,0.36
1748,0,48.58,7.51,0.57
1749,0,34.11,5.08,1.01
1750,0,46.82,5.64,1.27
1751,0,27.18,3.36,0.0
1752,0,45.61,5.52,0.0
1753,0,44.05,7.54,0.48
1754,0,42.0,6.46,0.09
1755,0,24.94,2.65,0.0
1756,0,54.53,5.62,0.0
1757,0,49.19,5.05,0.66
1758,0,42.2,5.43,0.0
1759,0,45.67,6.35,1.77
1760,0,34.48,4.71,0.0
1761,0,46.1,4.72,0.49
1762,0,54.48,7.08,0.0
1763,0,32.58,5.04,0.29
1764,0,63.54,5.49,0.0
1765,0,38.5,3.53,0.5
1766,0,48.62,4.78,0.0
1767,0,35.39,3.8,0.84
1768,0,45.12,5.38,0.0
1769,0,31.81,3.05,0.0
1770,0,36.73,4.6,1.28
1771,0,40.17,1.67,0.77
1772,0,36.75,4.73,1.17
1773,0,40.07,3.98,0.08
1774,0,49.81,8.23,0.0
1775,0,31.78,2.04,1.61
1776,0,32.43,2.46,0.48
1777,0,42.38,4.19,0.04
1778,0,37.49,6.12,0.0
1779,0,33.97,2.52,2.0
1780,0,43.06,5.52,0.06
1781,0,37.49,5.97,0.32
1782,0,44.69,5.86,2.03
1783,0,41.68,3.53,0.42
1784,0,40.39,4.96,0.28
1785,0,41.45,5.03,0.0
1786,0,50.19,5.83,0.0
1787,0,52.51,5.6,0.0
1788,0,40.72,5.88,1.43
1789,0,33.76,4.47,0.29
1790,0,29.91,4.91,1.9
1791,0,24.13,4.06,0.78
1792,0,32.59,3.11,0.78
1793,0,35.18,3.67,0.08
1794,0,41.58,7.32,0.53
1795,0,26.96,0.73,2.05
1796,0,53.44,8.23,0.0
1797,0,50.51,8.23,0.04
1798,0,51.96,6.52,0.0
1799,0,37.9,5.44,0.63
1800,0,43.95,9.18,0.0
1801,0,34.42,3.3,1.19
1802,0,54.4,8.17,0.0
1803,0,32.3,4.78,0.12
1804,0,37.89,4.14,0.0
1805,0,53.39,7.93,0.0
1806,0,61.92,8.67,0.0
1807,0,41.27,4.54,0.36
1808,0,38.69,6.37,0.0
1809,0,21.94,2.2,0.93
1810,0,55.68,6.95,0.09
1811,0,44.47,5.94,0.0
1812,0,26.93,5.54,0.0
1813,0,48.97,7.79,0.31
1814,0,46.91,7.03,0.0
1815,0,39.16,4.6,0.33
1816,0,37.54,6.05,1.28
1817,0,47.84,3.9,0.9
1818,0,43.87,4.49,0.0
1819,0,45.89,7.02,0.0
1820,0,51.81,7.45,0.38
1821,0,51.55,8.3,0.0
1822,0,48.08,7.9,0.0
1823,0,46.68,5.66,0.95
1824,0,31.77,2.65,0.14
1825,0,33.08,2.37,1.4
1826,0,48.55,6.69,0.0
1827,0,47.18,6.52,0.0
1828,0,46.15,8.55,0.0
1829,0,48.72,5.85,0.3
1830,0,37.57,5.85,0.0
1831,0,46.52,8.59,0.0
1832,0,34.09,5.32,0.9
1833,0,42.5,8.15,0.0
1834,0,49.43,7.72,0.0
1835,0,36.59,3.77,0.47
1836,0,57.62,5.74,0.62
1837,0,51.07,6.61,0.07
1838,0,52.98,7.8,0.0
1839,0,40.31,4.67,1.31
1840,0,30.89,5.39,0.95
1841,0,36.41,5.04,0.77
1842,0,46.41,5.67,0.3
1843,0,39.77,4.86,0.38
1844,0,47.77,5.69,0.17
1845,0,43.2,5.29,0.18
1846,0,37.28,4.5,0.0
1847,0,49.47,6.82,0.0
1848,0,52.81,5.04,0.0
1849,0,36.14,3.89,1.45
1850,0,46.1,4.49,1.61
1851,0,43.25,3.25,0.48
1852,0,44.25,5.42,0.85
1853,0,41.17,1.9,0.12
1854,0,31.98,2.26,1.65
1855,0,53.28,5.87,0.0
1856,0,33.65,2.19,0.0
1857,0,35.03,4.31,0.0
1858,0,47.25,7.06,0.0
1859,0,43.44,5.19,0.0
1860,0,35.63,3.0,1.57
1861,0,36.74,5.71,0.41
1862,0,40.73,5.78,0.41
1863,0,38.51,3.28,0.0
1864,0,47.17,6.81,0.52
1865,0,32.69,4.07,0.05
1866,0,44.91,5.67,0.0
1867,0,54.24,6.34,0.0
1868,0,43.61,4.75,0.08
1869,0,34.89,3.34,1.11
1870,0,36.22,4.51,0.0
1871,0,42.35,4.51,0.61
1872,0,37.01,4.06,0.19
1873,0,51.88,7.07,0.0
1874,0,27.28,3.04,0.86
1875,0,55.11,5.24,0.59
1876,0,25.8,2.07,1.47
1877,0,41.67,6.28,0.19
1878,0,33.34,6.1,0.0
1879,0,48.56,5.99,0.0
1880,0,35.81,4.0,0.21
1881,0,32.94,3.63,1.71
1882,0,39.28,5.26,1.79
1883,0,38.71,4.86,0.7
1884,0,26.52,6.25,0.04
1885,1,33.64,4.03,3.39
1886,1,10.86,1.21,5.53
1887,1,39.41,5.6,3.45
1888,1,27.36,4.76,4.49
1889,1,37.62,4.21,4.45
1890,1,25.2,2.26,4.73
1891,1,23.66,3.01,4.77
1892,1,35.21,4.64,3.67
1893,1,25.33,3.1,5.02
1894,1,17.62,4.43,4.85
1895,1,29.3,4.42,5.16
1896,1,18.98,3.96,6.36
1897,1,29.9,5.14,4.02
1898,1,41.03,3.3,2.44
1899,1,37.7,3.92,4.25
1900,1,30.01,3.54,4.66
1901,1,28.67,3.68,5.27
1902,1,27.47,3.73,4.87
1903,1,24.9,2.06,4.92
1904,1,32.84,4.7,4.22
1905,1,28.74,2.42,6.25
1906,1,26.95,4.12,4.56
1907,1,32.16,5.66,5.09
1908,1,13.85,2.06,6.44
1909,1,45.65,6.08,3.81
1910,1,35.04,7.11,4.22
1911,1,18.85,2.52,4.57
1912,1,30.92,3.07,5.55
1913,1,20.97,1.54,5.84
1914,1,25.69,2.6,5.21
1915,1,22.84,3.34,5.11
1916,1,38.73,4.06,5.79
1917,1,14.63,2.96,6.24
1918,1,27.16,2.69,4.13
1919,1,16.81,0.74,5.49
1920,1,29.84,3.04,5.47
1921,1,27.46,3.91,5.2
1922,1,18.75,2.05,5.8
1923,1,41.52,5.81,4.54
1924,1,42.51,5.93,4.79
1925,1,25.49,5.59,5.45
1926,1,34.18,6.53,5.17
1927,1,28.81,4.1,4.46
1928,1,31.95,5.14,5.36
1929,1,42.26,5.57,3.93
1930,1,27.85,2.71,4.26
1931,1,44.34,6.67,2.62
1932,1,27.69,1.64,5.19
1933,1,29.25,7.41,3.58
1934,1,45.11,5.03,3.8
1935,1,32.2,3.39,5.13
1936,1,13.74,1.44,6.02
1937,1,31.8,3.4,3.47
1938,1,19.75,0.0,6.0
1939,1,16.7,4.01,4.89
1940,1,22.46,1.74,5.73
1941,1,32.61,2.76,5.59
1942,1,21.09,1.81,4.81
1943,1,18.79,2.82,5.56
1944,1,26.96,4.87,4.57
1945,1,33.24,4.49,3.81
1946,1,24.43,5.27,4.56
1947,1,19.55,3.98,5.66
1948,1,12.62,1.48,6.03
1949,1,23.79,1.77,5.65
1950,1,36.75,5.74,4.12
1951,1,38.02,4.86,3.14
1952,1,36.32,4.99,4.94
1953,1,28.6,4.33,4.5
1954,1,31.03,4.14,4.68
1955,1,40.14,4.65,4.38
1956,1,23.05,1.78,5.32
1957,1,32.91,5.87,4.4
1958,1,15.03,2.62,5.5
1959,1,35.46,5.23,4.29
1960,1,26.39,2.55,4.23
1961,1,20.75,3.42,4.72
1962,1,36.18,3.39,5.33
1963,1,21.11,1.77,6.62
1964,1,23.06,4.72,5.66
1965,1,42.29,7.7,3.04
1966,1,21.63,3.73,4.33
1967,1,24.75,0.84,4.75
1968,1,24.53,3.77,4.67
1969,1,36.28,3.28,3.79
1970,1,15.31,2.76,5.68
1971,1,40.0,6.74,3.74
1972,1,28.05,3.37,4.57
1973,1,27.47,1.3,5.69
1974,1,22.83,2.5,4.89
1975,1,28.84,2.32,3.86
1976,1,41.76,5.11,4.88
1977,1,31.7,3.42,5.05
1978,1,22.54,4.63,4.41
1979,1,27.22,0.67,4.7
1980,1,34.28,3.47,4.76
1981,1,30.68,3.33,3.36
1982,1,27.94,2.65,5.89
1983,1,34.84,4.2,5.85
1984,1,32.89,4.56,3.97
1985,1,21.38,4.89,3.63
1986,1,14.68,1.81,4.24
1987,1,34.0,1.94,5.44
1988,1,44.86,5.41,4.63
1989,1,23.43,2.42,6.03
1990,1,28.87,4.75,4.36
1991,1,40.83,4.8,4.85
1992,1,43.92,7.0,3.39
1993,1,30.52,2.1,4.17
1994,1,40.0,2.24,3.85
1995,1,36.01,5.16,3.52
1996,1,25.55,4.65,4.91
1997,1,13.85,0.96,5.69
1998,1,22.72,3.45,6.13
1999,1,32.95,3.8,4.92
2000,1,33.35,6.63,4.56
2001,1,25.98,4.45,4.21
2002,1,23.14,3.24,5.3
2003,1,17.2,2.37,4.15
2004,1,16.56,3.99,4.34
2005,1,29.02,3.85,3.56
2006,1,17.4,2.44,6.1
2007,1,29.88,3.87,4.64
2008,1,23.62,3.55,5.1
2009,1,26.59,6.22,5.17
2010,1,47.0,5.55,4.31
2011,1,30.39,4.74,4.36
2012,1,27.25,2.29,3.7
2013,1,28.61,3.97,4.6
2014,1,18.21,0.28,5.64
2015,1,40.71,6.98,4.95
2016,1,36.78,5.78,4.84
2017,1,25.74,3.34,4.1
2018,1,31.83,2.52,5.25
2019,1,24.63,5.71,5.11
2020,1,33.17,6.39,3.5
2021,1,19.26,1.08,5.2
2022,1,32.14,3.18,4.39
2023,1,42.01,4.47,4.02
2024,1,33.57,3.5,5.14
2025,1,25.28,2.72,5.67
2026,1,37.6,4.98,3.79
2027,1,45.6,4.26,3.84
2028,1,35.85,5.67,3.63
2029,1,30.78,3.75,3.6
2030,1,23.58,2.91,5.42
2031,1,33.49,5.87,4.33
2032,1,45.38,7.14,2.44
2033,1,13.86,1.83,5.81
2034,1,37.82,4.24,3.5
2035,1,31.18,4.4,5.37
2036,1,42.11,4.92,3.48
2037,1,28.98,4.93,4.91
2038,1,12.69,0.04,5.37
2039,1,45.93,5.19,3.38
2040,1,20.72,2.06,4.96
2041,1,36.4,4.26,4.81
2042,1,28.98,3.67,4.55
2043,0,41.68,4.68,0.0
2044,0,43.1,3.86,0.45
2045,0,37.63,4.68,0.31
2046,0,43.49,6.53,0.0
2047,0,44.46,2.92,0.69
2048,0,48.41,6.21,0.0
2049,0,43.0,5.59,0.0
2050,0,44.55,6.77,0.35
2051,0,52.63,5.89,0.51
2052,0,34.78,4.37,1.37
2053,0,42.56,6.06,0.39
2054,0,45.83,5.21,0.0
2055,0,50.28,5.95,0.0
2056,0,41.49,4.81,0.77
2057,0,42.79,3.75,0.0
2058,0,39.24,5.61,0.79
2059,0,51.92,6.99,0.0
2060,0,39.43,5.02,0.8
2061,0,47.48,4.89,0.61
2062,0,41.18,5.59,0.17
2063,0,42.25,5.53,0.71
2064,0,32.22,3.37,0.62
2065,0,42.45,3.56,0.08
2066,0,41.76,5.76,1.44
2067,0,30.13,3.76,1.97
2068,0,36.08,5.36,0.0
2069,0,38.37,3.37,0.41
2070,0,29.77,0.71,2.14
2071,0,32.26,4.44,0.84
2072,0,53.76,6.48,0.0
2073,0,33.76,2.76,0.08
2074,0,35.15,3.76,0.8
2075,0,30.83,3.37,1.07
2076,0,51.82,5.51,0.25
2077,0,49.35,6.98,0.0
2078,0,44.55,3.49,0.43
2079,0,42.67,2.99,0.3
2080,0,38.07,2.07,0.11
2081,0,39.72,5.38,0.19
2082,0,36.61,0.75,0.79
2083,0,47.27,6.15,0.33
2084,0,47.54,6.33,0.0
2085,0,49.3,6.0,0.0
2086,0,58.39,7.4,0.0
2087,0,47.66,6.89,0.0
2088,0,47.08,5.28,0.0
2089,0,50.03,6.24,1.24
2090,0,29.66,6.0,1.35
2091,0,42.04,4.82,0.0
2092,0,29.9,3.4,0.52
2093,0,54.62,7.72,0.0
2094,0,38.06,5.12,1.95
2095,0,56.18,6.97,0.0
2096,0,50.49,6.56,0.16
2097,0,37.58,3.93,0.54
2098,0,28.72,3.65,0.0
2099,0,33.01,5.33,1.0
2100,0,50.31,6.57,0.25
2101,0,39.43,3.53,0.77
2102,0,30.15,2.63,1.11
2103,0,40.2,3.15,0.0
2104,0,55.54,7.27,0.28
2105,0,54.87,8.12,0.0
2106,0,38.22,4.03,1.65
2107,0,44.46,7.32,0.0
2108,0,46.9,5.25,0.0
2109,0,30.17,1.87,0.83
2110,0,37.74,3.96,0.0
2111,0,38.76,5.18,0.0
2112,0,45.23,5.77,0.32
2113,0,37.92,4.7,0.0
2114,0,30.82,2.14,1.45
2115,0,44.59,6.07,0.0
2116,0,36.86,3.9,0.96
2117,0,32.18,2.4,0.86
2118,0,32.2,4.28,1.57
2119,0,40.22,5.22,1.14
2120,0,53.61,7.77,0.5
2121,0,40.6,4.68,0.0
2122,0,50.59,9.24,0.2
2123,0,24.03,4.28,1.16
2124,0,35.29,5.37,1.79
2125,0,31.94,2.13,0.82
2126,0,39.8,2.38,0.95
2127,0,48.16,6.01,0.0
2128,0,37.63,5.72,0.27
2129,0,32.04,5.5,0.69
2130,0,49.58,5.06,0.56
2131,0,35.9,6.57,0.0
2132,0,44.18,3.98,1.01
2133,0,36.68,3.67,0.0
2134,0,46.14,4.87,1.03
2135,0,38.93,5.7,0.5
2136,0,48.36,5.55,0.98
2137,0,46.97,7.35,0.0
2138,0,59.77,6.59,0.67
2139,0,41.36,7.06,0.0
2140,0,34.2,4.42,0.88
2141,0,32.71,3.41,0.61
2142,0,37.22,4.61,0.86
2143,0,45.0,6.58,0.0
2144,0,36.29,3.85,0.0
2145,0,54.15,5.8,0.07
2146,0,43.6,6.62,0.0
2147,0,34.18,5.74,0.0
2148,0,38.3,6.4,0.0
2149,0,36.89,3.08,1.59
2150,0,43.43,5.87,0.0
2151,0,33.8,4.99,1.61
2152,0,52.26,4.66,0.0
2153,0,39.15,5.44,0.0
2154,0,40.1,5.78,0.0
2155,0,49.39,8.42,0.0
2156,0,36.01,3.16,0.0
2157,0,41.99,5.17,0.0
2158,0,56.34,10.15,0.0
2159,0,45.29,4.61,1.18
2160,0,44.35,4.92,0.0
2161,0,38.19,4.18,1.21
2162,0,34.05,2.46,0.0
2163,0,55.99,8.03,0.0
2164,0,40.72,8.01,0.0
2165,0,57.18,7.92,0.0
2166,0,36.53,5.67,0.38
2167,0,52.04,4.84,1.05
2168,0,40.36,4.74,0.56
2169,0,45.33,4.72,0.96
2170,0,51.73,5.0,0.09
2171,0,45.53,3.69,1.72
2172,0,48.42,6.85,0.0
2173,0,29.5,2.44,2.16
2174,0,38.31,5.6,0.27
2175,0,58.36,7.97,0.0
2176,0,40.17,5.4,0.24
2177,0,44.55,4.26,1.09
2178,0,40.7,6.8,0.0
2179,0,37.03,5.57,0.4
2180,0,30.05,5.7,1.85
2181,0,32.87,5.71,0.97
2182,0,55.46,7.45,0.0
2183,0,41.37,6.9,0.1
2184,0,32.49,4.44,0.0
2185,0,34.77,4.02,1.18
2186,0,48.99,5.32,0.68
2187,0,34.42,4.43,1.25
2188,0,37.0,4.76,0.45
2189,0,33.07,2.07,1.45
2190,0,31.93,4.3,0.62
2191,0,55.19,8.44,0.0
2192,0,40.87,4.47,0.79
2193,0,39.43,7.74,0.12
2194,0,37.19,3.71,0.66
2195,0,47.7,6.51,0.95
2196,0,42.49,6.79,0.26
2197,0,44.34,7.01,0.8
2198,0,43.09,6.08,0.85
2199,0,39.14,5.14,0.0
2200,1,26.15,3.97,5.35
2201,1,16.12,0.47,5.48
2202,1,26.07,2.85,5.26
2203,1,47.31,4.77,3.59
2204,1,20.08,3.18,5.47
2205,1,30.03,5.71,5.45
2206,1,32.69,3.51,4.3
2207,1,39.55,5.04,4.66
2208,1,51.27,8.67,4.06
2209,1,26.83,3.25,4.54
2210,1,22.98,3.25,5.44
2211,1,38.48,5.09,4.75
2212,1,31.7,4.36,4.44
2213,1,46.05,3.77,3.9
2214,1,35.8,5.54,4.94
2215,1,24.65,3.82,4.38
2216,1,28.43,1.31,4.39
2217,1,33.38,6.51,4.87
2218,1,34.01,4.13,4.15
2219,1,20.93,0.99,5.14
2220,1,14.61,1.69,5.7
2221,1,17.17,3.07,5.58
2222,1,34.94,3.57,5.54
2223,1,28.77,4.34,4.91
2224,1,15.32,1.72,5.19
2225,1,25.59,4.24,4.34
2226,1,14.5,1.74,4.44
2227,1,27.89,4.08,5.54
2228,1,23.08,3.87,4.87
2229,1,25.54,3.53,5.43
2230,1,29.33,4.49,4.92
2231,1,31.46,3.97,4.6
2232,1,30.48,4.23,3.18
2233,1,40.33,6.8,3.63
2234,1,49.21,5.59,4.09
2235,1,36.82,5.18,5.22
2236,1,28.48,0.86,5.71
2237,1,36.02,4.41,5.05
2238,1,24.18,3.98,4.95
2239,1,23.39,3.47,4.69
2240,1,23.03,1.88,4.58
2241,1,32.34,4.16,5.04
2242,1,39.91,4.77,4.63
2243,1,47.79,6.81,3.62
2244,1,40.59,5.77,4.59
2245,1,35.58,3.52,3.32
2246,1,24.49,5.74,4.94
2247,1,30.61,2.61,4.08
2248,1,34.35,5.46,4.78
2249,1,29.02,3.24,4.2
2250,1,44.9,6.73,3.57
2251,1,23.44,4.92,4.19
2252,1,24.29,4.29,4.88
2253,1,33.04,4.41,5.27
2254,1,46.05,6.17,3.86
2255,1,15.5,1.55,5.58
2256,1,23.23,2.51,5.62
2257,1,40.3,6.34,3.41
2258,1,24.57,2.83,5.88
2259,1,46.47,6.34,4.8
2260,1,23.43,4.69,4.74
2261,1,38.58,5.44,4.36
2262,1,29.29,2.46,4.12
2263,1,33.68,3.03,4.34
2264,1,21.71,1.14,4.72
2265,1,17.15,0.95,6.35
2266,1,36.2,3.55,4.39
2267,1,25.77,3.79,4.36
2268,1,22.65,1.74,5.15
2269,1,21.16,2.03,4.53
2270,1,21.64,0.51,3.67
2271,1,40.83,3.92,3.96
2272,1,22.62,2.56,6.27
2273,1,25.66,3.32,6.2
2274,1,45.73,7.15,3.86
2275,1,26.54,3.18,5.54
2276,1,29.95,5.61,4.56
2277,1,32.94,1.83,3.93
2278,1,27.63,4.71,5.08
2279,1,24.49,2.69,6.25
2280,1,40.23,6.29,4.17
2281,1,32.56,5.56,3.37
2282,1,24.96,3.81,5.74
2283,1,18.92,1.35,4.68
2284,1,20.74,2.93,4.19
2285,1,21.8,3.81,4.55
2286,1,12.75,0.78,4.79
2287,1,39.39,5.7,4.75
2288,1,30.82,5.01,5.4
2289,1,34.29,4.48,3.42
2290,1,18.65,1.07,5.09
2291,1,26.12,2.46,5.66
2292,1,28.08,3.28,4.71
2293,1,30.6,4.92,5.81
2294,1,28.35,3.36,5.15
2295,1,20.04,1.5,5.17
2296,1,38.73,6.31,4.37
2297,1,35.68,5.3,5.01
2298,1,30.6,5.16,4.63
2299,1,38.26,3.17,3.74
2300,1,39.66,3.47,4.09
2301,1,41.15,5.84,3.86
2302,1,31.3,4.15,5.81
2303,1,27.48,0.53,4.71
2304,1,26.16,3.53,3.91
2305,1,37.13,3.67,4.63
2306,1,24.39,4.2,4.84
2307,1,22.69,3.76,4.76
2308,1,34.44,4.86,4.68
2309,1,34.18,2.89,4.46
2310,1,35.09,5.48,4.28
2311,1,23.21,0.41,5.83
2312,1,32.41,2.86,5.78
2313,1,37.32,2.54,4.81
2314,1,26.16,0.0,5.18
2315,1,27.85,2.34,4.88
2316,1,27.62,3.68,4.34
2317,1,42.15,4.75,4.03
2318,1,37.21,5.96,3.3
2319,1,19.28,0.04,5.5
2320,1,17.83,1.34,5.26
2321,1,35.2,3.28,5.46
2322,1,28.3,3.87,3.36
2323,1,34.26,3.44,5.76
2324,1,32.13,4.62,4.93
2325,1,38.08,4.85,4.63
2326,1,16.99,2.86,5.0
2327,1,25.62,0.22,4.65
2328,1,32.01,4.01,3.54
2329,1,31.88,2.92,4.96
2330,1,22.41,2.76,4.0
2331,1,25.78,2.18,6.56
2332,1,25.31,4.12,5.23
2333,1,30.36,2.96,3.98
2334,1,35.6,5.59,4.59
2335,1,27.8,3.84,4.28
2336,1,28.78,3.33,4.08
2337,1,13.25,1.81,5.4
2338,1,21.51,1.71,4.17
2339,1,44.82,3.91,4.56
2340,1,16.28,0.36,6.32
2341,1,40.92,6.2,4.62
2342,1,27.62,2.41,4.43
2343,1,14.29,2.06,5.05
2344,1,41.66,4.6,4.4
2345,1,40.27,5.32,4.61
2346,1,25.97,3.81,5.43
2347,1,36.94,4.98,4.99
2348,1,27.15,5.06,4.62
2349,1,30.41,2.22,4.82
2350,1,31.33,2.04,5.6
2351,1,28.15,4.95,4.09
2352,1,34.19,3.12,4.4
2353,1,33.09,3.52,4.01
2354,1,25.82,6.16,3.82
2355,1,32.37,5.13,4.47
2356,1,25.84,0.0,5.11
2357,0,43.07,6.32,0.0
2358,0,38.03,5.1,1.08
2359,0,42.78,2.82,0.08
2360,0,54.81,8.09,0.0
2361,0,36.77,5.87,0.0
2362,0,30.29,2.57,0.24
2363,0,54.75,7.28,0.0
2364,0,44.34,6.34,0.6
2365,0,36.8,3.46,1.41
2366,0,40.0,4.55,1.13
2367,0,34.69,5.26,0.91
2368,0,49.5,6.99,0.04
2369,0,47.71,5.71,0.17
2370,0,47.03,4.32,0.7
2371,0,43.76,4.35,0.42
2372,0,25.6,3.65,1.28
2373,0,32.5,3.1,0.67
2374,0,44.28,7.2,0.0
2375,0,20.76,2.43,1.61
2376,0,41.37,3.47,0.0
2377,0,33.8,0.31,2.41
2378,0,47.07,5.92,0.0
2379,0,40.43,5.81,0.0
2380,0,50.47,6.0,0.0
2381,0,44.7,5.23,0.46
2382,0,42.91,4.42,0.0
2383,0,34.21,3.45,1.4
2384,0,47.02,4.62,0.35
2385,0,61.03,8.82,0.0
2386,0,28.32,3.0,0.0
2387,0,33.81,4.56,1.69
2388,0,55.31,7.37,0.21
2389,0,46.09,8.54,0.0
2390,0,39.63,4.66,1.23
2391,0,48.26,5.98,0.0
2392,0,44.66,7.0,0.0
2393,0,36.78,5.94,0.0
2394,0,36.65,6.09,1.36
2395,0,48.84,6.0,0.95
2396,0,44.75,3.77,0.0
2397,0,50.62,5.54,0.29
2398,0,47.23,2.77,0.76
2399,0,37.09,2.66,0.28
2400,0,54.19,9.31,0.0
2401,0,34.61,5.38,1.08
2402,0,38.37,4.15,0.0
2403,0,35.74,3.66,0.86
2404,0,30.79,2.68,0.04
2405,0,46.98,4.74,0.0
2406,0,33.58,4.59,1.0
2407,0,36.53,5.55,0.0
2408,0,49.54,5.99,0.47
2409,0,48.92,7.59,0.0
2410,0,37.03,1.61,0.5
2411,0,31.54,5.09,0.22
2412,0,41.17,7.38,0.43
2413,0,29.22,4.43,1.38
2414,0,33.92,3.34,1.0
2415,0,38.9,4.31,0.0
2416,0,40.73,3.51,0.51
2417,0,37.56,3.54,2.03
2418,0,40.84,2.93,0.0
2419,0,53.06,6.91,0.0
2420,0,47.02,5.34,1.13
2421,0,53.03,7.09,0.0
2422,0,49.17,6.88,0.0
2423,0,43.86,5.74,0.0
2424,0,32.29,2.97,1.02
2425,0,31.31,2.78,0.95
2426,0,41.84,5.42,0.0
2427,0,38.73,3.59,0.38
2428,0,34.52,4.83,1.08
2429,0,45.28,6.39,0.0
2430,0,51.79,6.4,0.0
2431,0,41.46,5.32,0.0
2432,0,42.69,5.04,0.41
2433,0,37.62,5.44,0.65
2434,0,36.5,4.03,0.32
2435,0,57.79,7.07,0.0
2436,0,31.95,6.73,0.24
2437,0,40.71,3.95,0.0
2438,0,38.42,4.5,0.71
2439,0,41.12,5.85,0.52
2440,0,50.37,5.72,0.0
2441,0,49.95,6.57,0.0
2442,0,40.88,5.31,0.0
2443,0,50.99,6.89,0.0
2444,0,35.87,5.28,0.57
2445,0,44.85,7.95,1.47
2446,0,56.24,8.03,0.0
2447,0,37.38,5.61,0.36
2448,0,43.64,6.71,0.7
2449,0,53.99,7.06,0.0
2450,0,35.26,6.61,2.02
2451,0,42.51,4.54,0.77
2452,0,39.48,4.78,0.07
2453,0,33.06,4.94,2.42
2454,0,45.23,5.69,0.0
2455,0,35.25,3.71,0.21
2456,0,55.25,6.33,0.57
2457,0,42.17,5.19,0.7
2458,0,40.32,3.67,0.79
2459,0,42.33,4.47,0.0
2460,0,42.82,4.97,1.01
2461,0,40.41,4.15,0.25
2462,0,42.46,6.31,0.78
2463,0,37.4,3.97,0.13
2464,0,38.0,5.51,0.02
2465,0,46.22,3.93,0.78
2466,0,24.91,3.23,1.07
2467,0,35.6,6.38,0.35
2468,0,42.07,4.48,0.34
2469,0,44.74,7.63,0.0
2470,0,38.88,6.91,0.18
2471,0,43.09,5.86,1.09
2472,0,39.2,4.7,1.41
2473,0,27.11,4.27,1.17
2474,0,49.52,3.63,0.09
2475,0,44.14,5.74,0.15
2476,0,34.34,5.5,0.0
2477,0,53.8,7.16,0.2
2478,0,47.42,5.61,0.61
2479,0,37.0,5.1,1.15
2480,0,50.85,5.85,0.21
2481,0,46.31,5.26,0.48
2482,0,48.63,6.65,0.0
2483,0,37.19,4.47,1.62
2484,0,37.55,4.31,0.2
2485,0,35.42,2.61,1.83
2486,0,37.67,6.25,0.0
2487,0,23.5,1.63,0.7
2488,0,50.67,5.4,0.34
2489,0,32.56,4.27,1.38
2490,0,46.56,5.69,0.47
2491,0,31.61,2.3,0.8
2492,0,42.93,4.72,0.0
2493,0,32.46,3.76,0.24
2494,0,41.84,6.66,0.0
2495,0,29.2,2.69,1.0
2496,0,37.26,3.51,0.13
2497,0,47.28,6.15,0.0
2498,0,43.71,4.81,0.0
2499,0,43.37,4.29,0.71
2500,0,35.13,4.97,0.51
2501,0,24.43,2.86,0.01
2502,0,34.86,4.31,0.0
2503,0,37.91,6.05,0.0
2504,0,53.83,6.79,0.28
2505,0,46.56,5.28,0.0
2506,0,44.53,3.7,0.0
2507,0,37.35,3.18,0.18
2508,0,36.17,3.96,1.81
2509,0,47.12,5.3,0.02
2510,0,39.02,3.31,0.0
2511,0,39.3,4.41,0.0
2512,0,57.34,6.73,0.0
2513,0,34.15,2.29,0.36
2514,1,27.75,2.72,5.61
2515,1,28.0,1.61,5.8
2516,1,24.79,1.13,4.79
2517,1,18.71,3.63,4.75
2518,1,40.18,5.7,3.39
2519,1,18.7,0.0,6.29
2520,1,22.74,1.43,5.75
2521,1,32.05,3.84,4.62
